2023-07-16 18:09:36.726079;Термометры;KP00007471;Набор щупов №18;ЕКБ;DIN 2275;Orion;;Калибровка;12;2275;2023-03-06;2024-03-05;ОС 1.3;0;;1;СЦ-Ормет;"ФБУ ""УРАЛТЕСТ""";186
2023-07-16 18:09:36.726080;Термометры;KP00003430;Набор щупов (0.05-2) мм, 100 мм, 21 шт.;ЧЛБ;;Format;1893-88;Калибровка;12;1;2023-08-02;2024-08-01;склад;0;;1;Проммаш тест метрология;Проммаш тест метрология;335
2023-07-16 18:09:36.726081;Термометры;KP00003430;Набор щупов (0.05-2) мм, 100 мм, 21 шт.;ЧЛБ;;Format;1893-88;Калибровка;12;2;2023-08-02;2024-08-01;склад;0;;1;Проммаш тест метрология;Проммаш тест метрология;335
2023-07-16 18:09:36.726082;Термометры;ZP-00000288;Набор щупов, 29 пластин 500 мм, 0,05-1,0 мм;Пермь;;;;Калибровка;12;77;2023-03-14;2024-03-13;-;0;;1;СЕНСИ ЛАБ;СЕНСИ ЛАБ;194
2023-07-16 18:09:36.726083;Термометры;ZP-00000288;Набор щупов, 29 пластин 500 мм, 0,05-1,0 мм;Пермь;;;;Калибровка;12;78;2023-03-14;2024-03-13;-;0;;1;СЕНСИ ЛАБ;СЕНСИ ЛАБ;194
2023-07-16 18:09:36.726084;Термометры;KP00007471;Набор щупов 0,05-1,00 мм, ORION 100 мм;Пермь;;Orion;;Калибровка;12;6787;2023-02-20;2024-02-19;S 1.7;0;;1;Метрология и сервис;"ФБУ ""Пермский ЦСМ""";171
2023-07-16 18:09:36.726085;Термометры;;Набор щупов 0,05-1,00 ммх20, NORGAU 100 мм;Пермь;;NORGAU;;Калибровка;12;045158103(1);2023-05-10;2024-05-09;S 1.7;0;;1;Метрология и сервис;"ФБУ ""Пермский ЦСМ""";251
2023-07-16 18:09:36.726086;Термометры;;Набор щупов 0,05-1,00 ммх20, NORGAU 100 мм;Пермь;;NORGAU;;Калибровка;12;045158103(2);2023-06-19;2024-06-18;S 1.7;0;;1;Метрология и сервис;"ФБУ ""Пермский ЦСМ""";291
2023-07-16 18:09:36.726087;Термометры;;Манометр стрелочный Wika 111.10 0-16 bar;Пермь;;Wika;;Калибровка;12;5482FW91;2023-03-01;2024-03-01;-;0;;1;;;182
2023-07-16 18:09:36.726088;Термометры;;Манометр стрелочный STAUFF EN 837-1 0-16 bar;Пермь;;STAUFF;;Калибровка;12;4131496632;2023-01-30;2024-01-29;S 1.8;0;;1;Метрология и сервис;"ФБУ ""Пермский ЦСМ""";150
2023-07-16 18:09:36.726089;Термометры;A2V00001992323;Прибор цифровой для измерения давления DPI 705;ЕКБ;DPI 705;DRUCK;;Калибровка;12;70576984;2023-07-17;2024-07-16;ОС 1.4;1;;1;СЦ-Ормет;СЦ-Ормет;319
2023-07-16 18:09:36.726090;Мультиметры и т.д.;DU0010389;Клещи электроизмерительные WHURTH AM600 AC/DC 071553715;ЕКБ;AM 600;WURTH;;Калибровка;12;8750273;2023-03-01;2024-02-29;ОС 1.3;0;;1;СЦ-Ормет;СЦ-Ормет;181
2023-07-16 18:09:36.726091;Мультиметры и т.д.;DU0010389;Клещи электроизмерительные WHURTH AM600 AC/DC 071553715;ЧЛБ;AM 600;WURTH;;Калибровка;12;875027309200305948;2023-05-30;2024-05-29;склад;0;;1;СЦ-Ормет;СЦ-Ормет;271
2023-07-16 18:09:36.726092;Мультиметры и т.д.;DU0010389;Клещи электроизмерительные RGK CM-12;Пермь;AM 600;RGK;;Калибровка;12;20030272;2023-05-27;2024-05-26;S 1.7;0;;1;"ООО ""МИРУАР""";"ООО ""МИРУАР""";268
2023-07-16 18:09:36.726093;Мультиметры и т.д.;DU0010389;Клещи электроизмерительные RGK CM-12;Пермь;AM 600;RGK;;Калибровка;12;22030617;2023-05-03;2024-05-02;S 1.7;0;;1;"ООО ""МИРУАР""";"ООО ""МИРУАР""";244
2023-07-16 18:09:36.726094;Мультиметры и т.д.;KP00003390;Измеритель параметров изоляци Metrel MI 3200 ;ЕКБ;MI 3200 ;Metrel;42465-09;Поверка;12;19490296;2023-02-27;2024-02-26;ОС 1.1;1;;1;СЦ-Ормет;ИТЦ Уралэнергоинжиниринг;178
2023-07-16 18:09:36.726095;Мультиметры и т.д.;KP00003390;Измеритель параметров изоляци Metrel MI 3200 ;ЧЛБ;MI 3200;Metrel;57165-14;Поверка;24;21050039;2023-08-02;2025-08-01;склад;0;;1;Проммаш тест метрология;Проммаш тест метрология;700
